street_name,number,url,m2,price,price/m2,city,country,full_address,lat,lon,neighborhood,indeling_kamers,indeling_badkamers,indeling_voorzieningen,indeling_woonlagen,indeling_verdieping,indeling_energielabel,indeling_isolatie,indeling_verwarming,indeling_warm_water,kadaster_eigendomssituatie,kadaster_lasten,listing_data_soort_appartement,listing_data_soort_bouw,listing_data_bouwjaar,listing_data_soort_dak,listing_data_gebouwgebonden_buitenruimte_m2,listing_data_externe_bergruimte_m2,listing_data_inhoud_m3,overdracht_vraagprijs,overdracht_prijs_per_m2,overdracht_aangeboden_sinds,overdracht_status,overdracht_aanvaarding,overdracht_servicekosten,energy_label,surface_gebouwgebonden_buitenruimte_m2,surface_externe_bergruimte_m2,surface_inhoud_m3,aangeboden_date,servicekosten_num,has_berging,has_balkon,kadaster_lasten_price,kadaster_lasten_year,eigendom_year,woonlaag_num,num_kamers,num_badkamers,woonlagen_num,beschikbaar
Fagelstraat,30-2,https://www.funda.nl/detail/koop/amsterdam/appartement-fagelstraat-30-2/43827113/,46,395000,8586.96,Amsterdam,Netherlands,"Fagelstraat 30-2, Amsterdam, Netherlands",52.3806314,4.8778324,frederik hendrik buurt,1 badkamer,,"Mechanische ventilatie, natuurlijke ventilatie, en TV kabel",1 woonlaag,2e woonlaag,DWat betekent dit?,Gedeeltelijk dubbel glas,Cv-ketel,Cv-ketel,Volle eigendom,,Bovenwoning,Bestaande bouw,1902,Samengesteld dak bedekt met pannen,2.0,,152.0,€ 395.000 kosten koper,€ 8.587,3 maanden,,In overleg,,D,2.0,,152.0,2025-03-17,,False,True,,,9999,2.0,,1,1,False
Bilderdijkstraat,192-2,https://www.funda.nl/detail/koop/amsterdam/appartement-bilderdijkstraat-192-2/43900351/,58,499000,8603.45,Amsterdam,Netherlands,"Bilderdijkstraat 192-2, Amsterdam, Netherlands",52.3665121,4.8723389,amsterdam-west,1 badkamer,,"Inloopdouche, toilet, en wastafel",1 woonlaag,1e woonlaag,AWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Volle eigendom,,Tussenverdieping (appartement),Bestaande bouw,1896,,,,151.0,€ 499.000 kosten koper,€ 8.603,5 weken,,In overleg,"€ 100,00 per maand",A,,,151.0,2025-05-13,100.0,False,False,,,9999,1.0,,1,1,False
Haarlemmerweg,49-h,https://www.funda.nl/detail/koop/amsterdam/appartement-haarlemmerweg-49-h/43846115/,58,500000,8620.69,Amsterdam,Netherlands,"Haarlemmerweg 49-h, Amsterdam, Netherlands",52.3854007,4.8772784,staatsliedenbuurt,1 badkamer,,Mechanische ventilatie en TV kabel,1 woonlaag,Begane grond,CWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Gemeentelijke erfpacht,Afgekocht tot 30-06-2055,Benedenwoning (appartement),Bestaande bouw,1887,Plat dak bedekt met bitumineuze dakbedekking,,5.0,188.0,€ 500.000 kosten koper,€ 8.621,2 maanden,,In overleg,"€ 81,27 per maand",C,,5.0,188.0,2025-04-17,81.27,True,False,0.0,2055.0,0,0.0,,1,1,False
Overtoom,206-4,https://www.funda.nl/detail/koop/amsterdam/appartement-overtoom-206-4/43927530/,58,500000,8620.69,Amsterdam,Netherlands,"Overtoom 206-4, Amsterdam, Netherlands",52.3619452,4.8714866,Unknown,1 badkamer en 1 apart toilet,,"Dakraam, mechanische ventilatie, natuurlijke ventilatie, en TV kabel",2 woonlagen,4e woonlaag,AWat betekent dit?,Dakisolatie en dubbel glas,Cv-ketel,Cv-ketel,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,1888,,8.0,,172.0,€ 500.000 kosten koper,€ 8.621,4 weken,,In overleg,"€ 187,00 per maand",A,8.0,,172.0,2025-05-20,187.0,False,True,,,9999,4.0,,1,,False
Bos En Lommerplantsoen,25-b,https://www.funda.nl/detail/koop/amsterdam/appartement-bos-en-lommerplantsoen-25-b/43991035/,29,250000,8620.69,Amsterdam,Netherlands,"Bos En Lommerplantsoen 25-b, Amsterdam, Netherlands",52.3765097,4.8443523,bos en lommer,1 badkamer,,"Douche, toilet, en wastafel",8 woonlagen,6e woonlaag,AWat betekent dit?,HR-glas en volledig geïsoleerd,Stadsverwarming,Stadsverwarming,Gemeentelijke erfpacht,"€ 687,24 per jaar met optie tot afkopen",Bovenwoning (appartement),Bestaande bouw,2012,Plat dak bedekt met bitumineuze dakbedekking,2.0,,95.0,€ 250.000 kosten koper,€ 8.621,6 weken,,In overleg,"€ 144,00 per maand",A,2.0,,95.0,2025-05-06,144.0,False,True,687.24,,0,6.0,,1,,False
Vespuccistraat,60-2,https://www.funda.nl/detail/koop/amsterdam/appartement-vespuccistraat-60-2/43967166/,58,500000,8620.69,Amsterdam,Netherlands,"Vespuccistraat 60-2, Amsterdam, Netherlands",52.371357,4.8535784,erasmusbuurt,1 badkamer,,Glasvezelkabel,1 woonlaag,2e woonlaag,DWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Erfpacht,Eeuwigdurend afgekocht,Tussenverdieping (appartement),Bestaande bouw,1926,Plat dak bedekt met bitumineuze dakbedekking,7.0,,186.0,€ 500.000 kosten koper,€ 8.621,2 maanden,,In overleg,"€ 196,82 per maand",D,7.0,,186.0,2025-04-17,196.82,False,True,0.0,2099.0,0,2.0,,1,1,False
Louise De Colignystraat,36-h,https://www.funda.nl/detail/koop/amsterdam/appartement-louise-de-colignystraat-36-h/43930647/,55,475000,8636.36,Amsterdam,Netherlands,"Louise De Colignystraat 36-h, Amsterdam, Netherlands",52.3808478,4.8574147,bos en lommer,1 badkamer,,"Mechanische ventilatie, TV kabel, en zonnepanelen",1 woonlaag,1e woonlaag,BWat betekent dit?,"Dakisolatie, dubbel glas, HR-glas, muurisolatie en vloerisolatie",Gehele vloerverwarming,Elektrische boiler,Gemeentelijk eigendom belast met erfpacht,Eeuwigdurend afgekocht,Bovenwoning (appartement),Bestaande bouw,1937,Plat dak bedekt met bitumineuze dakbedekking,6.0,10.0,146.0,€ 475.000 kosten koper,€ 8.636,2 weken,Beschikbaar,In overleg,"€ 89,93 per maand",B,6.0,10.0,146.0,2025-06-03,89.93,True,True,0.0,2099.0,0,1.0,,1,1,True
Jan Den Haenstraat,32-c,https://www.funda.nl/detail/koop/amsterdam/appartement-jan-den-haenstraat-32-c/43934650/,55,475000,8636.36,Amsterdam,Netherlands,"Jan Den Haenstraat 32-c, Amsterdam, Netherlands",52.3786911,4.8614305,bos en lommer,1 badkamer en 1 apart toilet,,"Mechanische ventilatie, natuurlijke ventilatie, en TV kabel",1 woonlaag,3e woonlaag,AWat betekent dit?,"Dubbel glas, HR-glas en muurisolatie",Cv-ketel,Cv-ketel,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 30-04-2067),,Tussenverdieping (appartement),Bestaande bouw,1935,Plat dak bedekt met bitumineuze dakbedekking,5.0,,179.0,€ 475.000 kosten koper,€ 8.636,2 weken,Beschikbaar,In overleg,"€ 84,59 per maand",A,5.0,,179.0,2025-06-03,84.59,False,True,,,2067,3.0,,1,1,True
Keizersgracht,31-1a,https://www.funda.nl/detail/koop/amsterdam/appartement-keizersgracht-31-1a/43918181/,55,475000,8636.36,Amsterdam,Netherlands,"Keizersgracht 31-1a, Amsterdam, Netherlands",52.3788116,4.8895586,centrum,1 badkamer,,"Inloopdouche, toilet, en wastafelmeubel",1 woonlaag en een vliering,2e woonlaag,Niet verplicht,,Cv-ketel,Cv-ketel,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,1628,,,,176.0,€ 475.000 kosten koper,€ 8.636,4 weken,Beschikbaar,In overleg,"€ 597,81 per maand",Niet verplicht,,,176.0,2025-05-20,597.81,False,False,,,9999,2.0,,1,1,True
Hasebroekstraat,16-1,https://www.funda.nl/detail/koop/amsterdam/appartement-hasebroekstraat-16-1/43982098/,55,475000,8636.36,Amsterdam,Netherlands,"Hasebroekstraat 16-1, Amsterdam, Netherlands",52.3663713,4.8662797,amsterdam-west,1 badkamer,,"Frans balkon, natuurlijke ventilatie, en TV kabel",1 woonlaag,1e woonlaag,CWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,1904,Plat dak bedekt met bitumineuze dakbedekking,7.0,11.0,198.0,€ 475.000 kosten koper,€ 8.636,7 weken,,In overleg,"€ 75,00 per maand",C,7.0,11.0,198.0,2025-04-29,75.0,True,True,,,9999,1.0,,1,1,False
John Franklinstraat,27-h,https://www.funda.nl/detail/koop/amsterdam/appartement-john-franklinstraat-27-h/43973969/,55,475000,8636.36,Amsterdam,Netherlands,"John Franklinstraat 27-h, Amsterdam, Netherlands",52.3716373,4.8539854,erasmusbuurt,1 badkamer,,Mechanische ventilatie en TV kabel,1 woonlaag,Begane grond,CWat betekent dit?,Grotendeels dubbelglas,Cv-ketel,Cv-ketel,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 30-09-2057),Afgekocht tot 30-09-2057,Benedenwoning (appartement),Bestaande bouw,1926,Plat dak bedekt met bitumineuze dakbedekking,,10.0,175.0,€ 475.000 kosten koper,€ 8.636,2 maanden,,In overleg,"€ 120,25 per maand",C,,10.0,175.0,2025-04-17,120.25,True,False,0.0,2057.0,2057,0.0,,1,1,False
Haarlemmerstraat,79-c,https://www.funda.nl/detail/koop/amsterdam/appartement-haarlemmerstraat-79-c/43954701/,55,475000,8636.36,Amsterdam,Netherlands,"Haarlemmerstraat 79-c, Amsterdam, Netherlands",52.380296,4.8914828,centrum,1 apart toilet,,Mechanische ventilatie,4 woonlagen,3e woonlaag,Niet beschikbaar,Geen spouw en voorzetramen,Cv-ketel,Cv-ketel,Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 01-06-2050,Bovenwoning (dubbel bovenhuis),Bestaande bouw,1625,Zadeldak bedekt met pannen,9.0,,109.0,€ 475.000 kosten koper,€ 8.636,2 maanden,Beschikbaar,In overleg,"€ 85,00 per maand",Niet beschikbaar,9.0,,109.0,2025-04-17,85.0,False,True,0.0,2050.0,0,3.0,,0,,True
Amstelveenseweg,31-1,https://www.funda.nl/detail/koop/amsterdam/appartement-amstelveenseweg-31-1/43927068/,52,450000,8653.85,Amsterdam,Netherlands,"Amstelveenseweg 31-1, Amsterdam, Netherlands",52.3567828,4.8548222,Unknown,1 badkamer,,Douche en wastafelmeubel,1 woonlaag,,BWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Gemeentelijke erfpacht,Eeuwigdurend afgekocht,Bovenwoning,Bestaande bouw,1927,,,,200.0,€ 450.000 kosten koper,€ 8.654,4 weken,,In overleg,"€ 56,20 per maand",B,,,200.0,2025-05-20,56.2,False,False,0.0,2099.0,0,,,1,1,False
Jasper Leijnsenstraat,2/Apr,https://www.funda.nl/detail/koop/amsterdam/appartement-jasper-leijnsenstraat-4-2/43843054/,52,450000,8653.85,Amsterdam,Netherlands,"Jasper Leijnsenstraat 4-2, Amsterdam, Netherlands",52.3768609,4.8623825,erasmusbuurt,1 badkamer,,"Mechanische ventilatie, natuurlijke ventilatie, en TV kabel",1 woonlaag,3e woonlaag,DWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Gemeentelijke erfpacht,"€ 512,91 per jaar met optie tot afkopen",Bovenwoning (appartement),Bestaande bouw,1934,Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6.0,,174.0,€ 450.000 kosten koper,€ 8.654,2 maanden,,In overleg,"€ 100,00 per maand",D,6.0,,174.0,2025-04-17,100.0,False,True,512.91,,0,3.0,,1,1,False
De Rijpgracht,27-1,https://www.funda.nl/detail/koop/amsterdam/appartement-de-rijpgracht-27-1/43944997/,52,450000,8653.85,Amsterdam,Netherlands,"De Rijpgracht 27-1, Amsterdam, Netherlands",52.3770991,4.8614102,erasmusbuurt,1 badkamer,,Glasvezelkabel en TV kabel,1 woonlaag,1e woonlaag,BWat betekent dit?,HR-glas,Cv-ketel,Cv-ketel,Gemeentelijke erfpacht (einddatum erfpacht: 31-03-2058),"€ 513,00 per jaar",Bovenwoning (appartement),Bestaande bouw,1933,,13.0,,174.0,€ 450.000 kosten koper,€ 8.654,6 juni 2025,Beschikbaar,In overleg,"€ 60,00 per maand",B,13.0,,174.0,2025-06-06,60.0,False,True,513.0,,2058,1.0,,1,1,True
Karel Doormanstraat,142-2,https://www.funda.nl/detail/koop/amsterdam/appartement-karel-doormanstraat-142-2/43919224/,52,450000,8653.85,Amsterdam,Netherlands,"Karel Doormanstraat 142-2, Amsterdam, Netherlands",52.3793904,4.8572265,bos en lommer,1 badkamer,,Natuurlijke ventilatie en TV kabel,1 woonlaag,2e woonlaag,BWat betekent dit?,Grotendeels dubbelglas,Cv-ketel,Cv-ketel,Gemeentelijk eigendom belast met erfpacht,Eeuwigdurend afgekocht,Bovenwoning (appartement),Bestaande bouw,1933,Plat dak bedekt met bitumineuze dakbedekking,5.0,,176.0,€ 450.000 kosten koper,€ 8.654,4 weken,Beschikbaar,In overleg,,B,5.0,,176.0,2025-05-20,,False,True,0.0,2099.0,0,2.0,,1,1,True
Geuzenkade,81-3,https://www.funda.nl/detail/koop/amsterdam/appartement-geuzenkade-81-3/43938547/,56,485000,8660.71,Amsterdam,Netherlands,"Geuzenkade 81-3, Amsterdam, Netherlands",52.3747111,4.8640815,erasmusbuurt,1 badkamer,,TV kabel,3 woonlagen,3e woonlaag,CWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Gemeentelijke erfpacht (einddatum erfpacht: 31-08-2068),"€ 692,00 per jaar",Bovenwoning (appartement),Bestaande bouw,1934,Plat dak bedekt met bitumineuze dakbedekking,7.0,3.0,185.0,€ 485.000 kosten koper,€ 8.661,2 weken,Beschikbaar,In overleg,"€ 136,87 per maand",C,7.0,3.0,185.0,2025-06-03,136.87,True,True,692.0,,2068,3.0,,1,,True
Nieuwezijds Voorburgwal,344-3,https://www.funda.nl/detail/koop/amsterdam/appartement-nieuwezijds-voorburgwal-344-3/43937581/,49,425000,8673.47,Amsterdam,Netherlands,"Nieuwezijds Voorburgwal 344-3, Amsterdam, Netherlands",52.3691145,4.8891073,centrum,2 kamers (1 slaapkamer),,Frans balkon en mechanische ventilatie,1 woonlaag,1e woonlaag,CWat betekent dit?,"Dakisolatie, dubbel glas, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,1905,,,,133.0,€ 425.000 kosten koper,€ 8.673,3 weken,,Per direct beschikbaar,,C,,,133.0,2025-05-27,,False,False,,,9999,1.0,2,0,1,False
Haarlemmerweg,185-1,https://www.funda.nl/detail/koop/amsterdam/appartement-haarlemmerweg-185-1/43953201/,49,425000,8673.47,Amsterdam,Netherlands,"Haarlemmerweg 185-1, Amsterdam, Netherlands",52.3852935,4.8710663,staatsliedenbuurt,1 badkamer,,TV kabel,1 woonlaag,2e woonlaag,GWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,1904,Plat dak bedekt met bitumineuze dakbedekking,6.0,9.0,150.0,€ 425.000 kosten koper,€ 8.673,2 maanden,Beschikbaar,In overleg,,G,6.0,9.0,150.0,2025-04-17,,True,True,,,9999,2.0,,1,1,True
Willem De Zwijgerlaan,58-3,https://www.funda.nl/detail/koop/amsterdam/appartement-willem-de-zwijgerlaan-58-3/43942668/,49,425000,8673.47,Amsterdam,Netherlands,"Willem De Zwijgerlaan 58-3, Amsterdam, Netherlands",52.3719962,4.863938,erasmusbuurt,1 badkamer,,TV kabel,1 woonlaag,3e woonlaag,DWat betekent dit?,"Dakisolatie, dubbel glas en vloerisolatie",Cv-ketel,Cv-ketel,Gemeentelijk eigendom belast met erfpacht,Eeuwigdurend afgekocht,Portiekflat (appartement),Bestaande bouw,1935,Plat dak,5.0,,164.0,€ 425.000 kosten koper,€ 8.673,5 juni 2025,Beschikbaar,In overleg,,D,5.0,,164.0,2025-06-05,,False,True,0.0,2099.0,0,3.0,,1,1,True
Doggersbankstraat,1/Jan,https://www.funda.nl/detail/koop/amsterdam/appartement-doggersbankstraat-1-1/43932778/,49,425000,8673.47,Amsterdam,Netherlands,"Doggersbankstraat 1-1, Amsterdam, Netherlands",52.3840508,4.8503116,bos en lommer,1 badkamer en 1 apart toilet,,Natuurlijke ventilatie en TV kabel,1 woonlaag,1e woonlaag,DWat betekent dit?,,Cv-ketel,Cv-ketel,Eigendom belast met erfpacht,Afgekocht tot 31-08-2061,Bovenwoning (appartement),Bestaande bouw,1936,Plat dak,11.0,10.0,156.0,€ 425.000 kosten koper,€ 8.673,2 weken,,In overleg,"€ 137,92 per maand",D,11.0,10.0,156.0,2025-06-03,137.92,True,True,0.0,2061.0,0,1.0,,1,1,False
Eerste Kostverlorenkade,14-1,https://www.funda.nl/detail/koop/amsterdam/appartement-eerste-kostverlorenkade-14-1/43056935/,49,425000,8673.47,Amsterdam,Netherlands,"Eerste Kostverlorenkade 14-1, Amsterdam, Netherlands",52.37876,4.8732572,frederik hendrik buurt,1 badkamer en 1 apart toilet,,Natuurlijke ventilatie en TV kabel,1 woonlaag,1e woonlaag,CWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Gemeentelijk eigendom belast met erfpacht,Eeuwigdurend afgekocht,Portiekwoning (appartement),Bestaande bouw,1923,Plat dak bedekt met bitumineuze dakbedekking,4.0,13.0,157.0,€ 425.000 kosten koper,€ 8.673,10 juni 2025,Beschikbaar,In overleg,,C,4.0,13.0,157.0,2025-06-10,,True,True,0.0,2099.0,0,1.0,,1,1,True
Groen Van Prinstererstraat,102-1,https://www.funda.nl/detail/koop/amsterdam/appartement-groen-van-prinstererstraat-102-1/43059548/,39,339000,8692.31,Amsterdam,Netherlands,"Groen Van Prinstererstraat 102-1, Amsterdam, Netherlands",52.3815715,4.8728868,staatsliedenbuurt,1 badkamer,,"Douche, toilet, en wastafel",1 woonlaag,1e woonlaag,CWat betekent dit?,Dubbel glas en muurisolatie,Cv-ketel,Cv-ketel,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,1912,,5.0,,127.0,€ 339.000 kosten koper,€ 8.692,12 juni 2025,Beschikbaar,In overleg,,C,5.0,,127.0,2025-06-12,,False,True,,,9999,1.0,,1,1,True
Spaarndammerstraat,145-g,https://www.funda.nl/detail/koop/amsterdam/appartement-spaarndammerstraat-145-g/43997571/,46,400000,8695.65,Amsterdam,Netherlands,"Spaarndammerstraat 145-g, Amsterdam, Netherlands",52.3913627,4.8778855,spaarndammerbuurt,1 badkamer en 1 apart toilet,,Douche en wastafel,1 woonlaag,3e woonlaag,BWat betekent dit?,Volledig geïsoleerd,Cv-ketel,Cv-ketel,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,1894,,6.0,7.0,150.0,€ 400.000 kosten koper,€ 8.696,7 weken,,In overleg,"€ 92,58 per maand",B,6.0,7.0,150.0,2025-04-29,92.58,True,True,,,9999,3.0,,1,1,False
Kleine Houtstraat,15-2,https://www.funda.nl/detail/koop/amsterdam/appartement-kleine-houtstraat-15-2/43984081/,46,400000,8695.65,Amsterdam,Netherlands,"Kleine Houtstraat 15-2, Amsterdam, Netherlands",52.384552,4.8846617,jordaan,1 badkamer,,"Inloopdouche, toilet, wastafel, en wastafelmeubel",1 woonlaag,2e woonlaag,BWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Volle eigendom,,Tussenverdieping (appartement),Bestaande bouw,1836,,,2.0,148.0,€ 400.000 kosten koper,€ 8.696,7 weken,,In overleg,"€ 58,89 per maand",B,,2.0,148.0,2025-04-29,58.89,True,False,,,9999,2.0,,1,1,False
Bloys Van Treslongstraat,56-1,https://www.funda.nl/detail/koop/amsterdam/appartement-bloys-van-treslongstraat-56-1/43924380/,50,435000,8700.0,Amsterdam,Netherlands,"Bloys Van Treslongstraat 56-1, Amsterdam, Netherlands",52.3756006,4.85993,erasmusbuurt,1 badkamer en 1 apart toilet,,Natuurlijke ventilatie en TV kabel,1 woonlaag,1e woonlaag,CWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Eigendom belast met erfpacht,Eeuwigdurend afgekocht,Bovenwoning (appartement),Bestaande bouw,1924,Samengesteld dak bedekt met bitumineuze dakbedekking,7.0,,160.0,€ 435.000 kosten koper,€ 8.700,3 weken,,In overleg,"€ 121,00 per maand",C,7.0,,160.0,2025-05-27,121.0,False,True,0.0,2099.0,0,1.0,,1,1,False
Van Beuningenstraat,144-3,https://www.funda.nl/detail/koop/amsterdam/appartement-van-beuningenstraat-144-3/43801097/,50,435000,8700.0,Amsterdam,Netherlands,"Van Beuningenstraat 144-3, Amsterdam, Netherlands",52.3820783,4.8736443,staatsliedenbuurt,1 badkamer,,Dakraam,4 woonlagen,3e woonlaag,EWat betekent dit?,Dubbel glas,Gaskachels,Geiser (huur),Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,1906,Plat dak bedekt met bitumineuze dakbedekking,4.0,,187.0,€ 435.000 kosten koper,€ 8.700,4 maanden,,In overleg,"€ 184,68 per maand",E,4.0,,187.0,2025-02-17,184.68,False,True,,,9999,3.0,,1,,False
Van Hogendorpstraat,143-1,https://www.funda.nl/detail/koop/amsterdam/appartement-van-hogendorpstraat-143-1/43932918/,43,375000,8720.93,Amsterdam,Netherlands,"Van Hogendorpstraat 143-1, Amsterdam, Netherlands",52.3829954,4.8737662,staatsliedenbuurt,1 apart toilet,,,1 woonlaag,,AWat betekent dit?,"Dakisolatie, dubbel glas, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,1903,Plat dak,2.0,,98.0,€ 375.000 kosten koper,€ 8.721,2 weken,,In overleg,,A,2.0,,98.0,2025-06-03,,False,True,,,9999,,,0,1,False
Kijkduinstraat,97-h,https://www.funda.nl/detail/koop/amsterdam/appartement-kijkduinstraat-97-h/43942738/,55,480000,8727.27,Amsterdam,Netherlands,"Kijkduinstraat 97-h, Amsterdam, Netherlands",52.3831705,4.8524073,bos en lommer,1 badkamer en 1 apart toilet,,Natuurlijke ventilatie en TV kabel,1 woonlaag,Begane grond,CWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 01-01-2051,Benedenwoning (appartement),Bestaande bouw,1934,Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,,,207.0,€ 480.000 kosten koper,€ 8.727,6 juni 2025,Beschikbaar,In overleg,"€ 111,11 per maand",C,,,207.0,2025-06-06,111.11,False,False,0.0,2051.0,0,0.0,,1,1,True
Geuzenstraat,41-3,https://www.funda.nl/detail/koop/amsterdam/appartement-geuzenstraat-41-3/43904223/,48,419000,8729.17,Amsterdam,Netherlands,"Geuzenstraat 41-3, Amsterdam, Netherlands",52.3718644,4.8645556,erasmusbuurt,1 badkamer,,"Douche, toilet, en wastafel",1 woonlaag,3e woonlaag,FWat betekent dit?,Dubbel glas en vloerisolatie,Cv-ketel,Cv-ketel,Gemeentelijke erfpacht (einddatum erfpacht: 15-07-2070),"€ 925,69 per jaar met optie tot afkopen",Bovenwoning (appartement),Bestaande bouw,1935,Plat dak bedekt met bitumineuze dakbedekking,5.0,4.0,162.0,€ 419.000 kosten koper,€ 8.729,5 weken,,In overleg,"€ 144,00 per maand",F,5.0,4.0,162.0,2025-05-13,144.0,True,True,925.69,,2070,3.0,,1,1,False
Tweede Keucheniusstraat,15-2,https://www.funda.nl/detail/koop/amsterdam/appartement-tweede-keucheniusstraat-15-2/43931054/,44,385000,8750.0,Amsterdam,Netherlands,"Tweede Keucheniusstraat 15-2, Amsterdam, Netherlands",52.380421,4.8687733,staatsliedenbuurt,1 badkamer en 1 apart toilet,,"Douche, wastafel, en wastafelmeubel",1 woonlaag,2e woonlaag,BWat betekent dit?,Dubbel glas,Cv-ketel en gedeeltelijke vloerverwarming,Cv-ketel,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,1924,,,,143.0,€ 385.000 kosten koper,€ 8.750,2 weken,Beschikbaar,In overleg,,B,,,143.0,2025-06-03,,False,False,,,9999,2.0,,1,1,True
Hoofdweg,285-3,https://www.funda.nl/detail/koop/amsterdam/appartement-hoofdweg-285-3/43942990/,57,499000,8754.39,Amsterdam,Netherlands,"Hoofdweg 285-3, Amsterdam, Netherlands",52.3682566,4.8516917,baarsjes,1 badkamer en 1 apart toilet,,"Mechanische ventilatie, natuurlijke ventilatie, en TV kabel",3 woonlagen,1e woonlaag,DWat betekent dit?,Dubbel glas en vloerisolatie,Cv-ketel,Cv-ketel,Gemeentelijke erfpacht,Eeuwigdurend afgekocht,Bovenwoning (appartement),Bestaande bouw,1925,Plat dak bedekt met bitumineuze dakbedekking,6.0,,190.0,€ 499.000 kosten koper,€ 8.754,7 juni 2025,Beschikbaar,In overleg,"€ 131,00 per maand",D,6.0,,190.0,2025-06-07,131.0,False,True,0.0,2099.0,0,1.0,,1,,True
Van Rensselaerstraat,35-h,https://www.funda.nl/detail/koop/amsterdam/appartement-van-rensselaerstraat-35-h/43905566/,53,465000,8773.58,Amsterdam,Netherlands,"Van Rensselaerstraat 35-h, Amsterdam, Netherlands",52.362081,4.8555836,baarsjes,1 badkamer en 1 apart toilet,,"Inloopdouche, ligbad, wastafel, en wastafelmeubel",5 woonlagen,Begane grond,CWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 15-09-2053),"€ 519,02 per jaar",Benedenwoning (appartement),Bestaande bouw,1930,Zadeldak bedekt met pannen,4.0,2.0,175.0,€ 465.000 kosten koper,€ 8.774,6 weken,,In overleg,"€ 70,00 per maand",C,4.0,2.0,175.0,2025-05-06,70.0,True,True,519.02,,2053,0.0,,1,,False
Balboastraat,25-1,https://www.funda.nl/detail/koop/amsterdam/appartement-balboastraat-25-1/43922662/,53,465000,8773.58,Amsterdam,Netherlands,"Balboastraat 25-1, Amsterdam, Netherlands",52.3688308,4.8534471,baarsjes,1 badkamer en 1 apart toilet,,,1 woonlaag,2e woonlaag,CWat betekent dit?,,Cv-ketel,,Gemeentelijke erfpacht,Eeuwigdurend afgekocht,Bovenwoning (appartement),Bestaande bouw,1928,,5.0,,219.0,€ 465.000 kosten koper,€ 8.774,3 weken,Beschikbaar,Per direct beschikbaar,"€ 148,00 per maand",C,5.0,,219.0,2025-05-27,148.0,False,True,0.0,2099.0,0,2.0,,1,1,True
Marco Polostraat,223-3,https://www.funda.nl/detail/koop/amsterdam/appartement-marco-polostraat-223-3/43988284/,45,395000,8777.78,Amsterdam,Netherlands,"Marco Polostraat 223-3, Amsterdam, Netherlands",52.3711124,4.8551373,erasmusbuurt,1 badkamer en 1 apart toilet,,Mechanische ventilatie en TV kabel,1 woonlaag,3e woonlaag,BWat betekent dit?,"Dubbel glas, HR-glas en vloerisolatie",Cv-ketel,Cv-ketel,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,1926,Plat dak,1.0,,153.0,€ 395.000 kosten koper,€ 8.778,8 weken,Beschikbaar,Per direct beschikbaar,"€ 149,94 per maand",B,1.0,,153.0,2025-04-22,149.94,False,True,,,9999,3.0,,1,1,True
